Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
38755,MediaQMI inc. v. Kamel,"[Intervener] Fédération professionnelle des journalistes du Québec -> Mark Bantey
[Intervener] Canadian Broadcasting Corporation, La Presse Inc. and Ad IDEM/Canadian Media Lawyer Association -> Christian Leblanc, Patricia Hénault",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18904/index.do
38854,R. v. R.V.,"[Intervener] Criminal Lawyers' Association of Ontario -> Michael Dineen, Eric Neubauer
[Intervener] Attorney General of Alberta -> Joanne Dartana, Q.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18752/index.do
39856,Dickson v. Vuntut Gwitchin First Nation,"[Intervener] Attorney General of Canada -> Anne M. Turley, Marlaine Anderson-Lindsay
[Intervener] Attorney General of Quebec -> Hubert Noreau-Simpson, Catheryne Bélanger, Sylvie Boulay
[Intervener] Attorney General of Alberta -> Michele Annich, K.C., Leah M. McDaniel
[Intervener] Government of Yukon -> I.H. Fraser, Katie Mercier
[Intervener] British Columbia Treaty Commission -> Roy W. Millen, Joshua Hutchinson, Alison Burns
[Intervener] Métis Nation of Ontario and Métis Nation of Alberta -> Jason T. Madden, Alexandria Winterburn, Alexander DeParde
[Intervener] Carcross/Tagish First Nation -> Mary Ellen Turpel-Lafond, Gavin Gardiner, Caroline Grady
[Intervener] Teslin Tlingit Council -> Kate Blomfield, Jeffrey Nicholls, Grace Hermansen
[Intervener] Congress of Aboriginal Peoples -> Andrew Lokan
[Intervener] Council of Yukon First Nations -> James M. Coady, K.C., Daryn Leas, Tammy Shoranick
[Intervener] Pan-Canadian Forum on Indigenous Rights and the Constitution -> Bruno Gélinas-Faucher
[Intervener] Canadian Constitution Foundation -> Bryn Gray, Jesse Hartery
[Intervener] Band Members Alliance and Advocacy Association of Canada -> Ian Knapp
[Intervener] Federation of Sovereign Indigenous Nations -> Bruce J. Slusar",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20353/index.do
40153,Shot Both Sides v. Canada,"[Intervener] Attorney General of Saskatchewan -> P. Mitch McAdam, K.C.
[Intervener] Treaty 8 First Nations of Alberta -> Bruce McIvor, Kate Gunn
[Intervener] Lac La Ronge -> Glenn K. Epp, Eric L. Pentland
[Intervener] Innu Takuaikan Uashat Mak Mani-Utenam -> James A. O'Reilly, Ad.E., Marie-Claude André-Grégoire, Isabelle Boisvert-Chastenay, Michelle Corbu
[Intervener] Attorney General of Alberta -> Neil Dobson, Heather A. Campbell
[Intervener] Robinson Huron Treaty Anishinaabek -> David C. Nahwegahbow, Dianne G. Corbiere, Chris E.J. Albinati, Daniel McCoy, Catherine J. Boies Parker, K.C.
[Intervener] Assembly of Manitoba Chiefs -> Carly Fox, Niki Bains, Ethan Fox
[Intervener] Attorney General of Ontario -> Richard Ogden, Imran Kamal
[Intervener] Cowichan Tribes, Stz'Uminus First Nation, Penelakut Tribe and Halalt First Nation -> David M. Robbins, Michelle L. Bradley, Jessica Proudfoot, Candice Charlie
[Intervener] Federation of Sovereign Indigenous Nations -> Geneviève Boulay, Ronald S. Maurice, Melanie P. Webber
[Intervener] Assembly of First Nations -> Stuart Wuttke, Adam Williamson, Jeremy Kolodziej, Lacey Kassis",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20392/index.do
40123,Société des casinos du Québec inc. v. Association des cadres de la Société des casinos du Québec,"[Intervener] Attorney General of Canada -> Sean Gaudet, Kirk Shannon
[Intervener] Attorney General of Ontario -> Rochelle Fox, Savitri Gordian
[Intervener] Attorney General of Québec -> Michel Déom, Samuel Chayer, Marie Couture Clouâtre
[Intervener] Attorney General of Alberta -> Leah M. McDaniel, Michael P. Wall
[Intervener] Administrative Labour Tribunal -> Geneviève Bond Roussel
[Intervener] Société des casinos du Québec inc. -> Sophie Cloutier
[Intervener] Canadian Association of Counsel to Employers -> Tim Lawson, Myriane Le François, Mathieu Bernier Trudeau, Andrew Weizman
[Intervener] National Police Commissioned Officers Professional Association -> Christopher C. Rootham, Andrew Montague-Reinholdt
[Intervener] Canadian Labour Congress -> Steven M. Barrett
[Intervener] Ontario Principals' Council, Catholic Principals' Council of Ontario, Association des directions et des directions adjointes des écoles Franco-Ontariennes and Directors Guild of Canada-Ontario -> Caroline v. (Nini) Jones, Lauren Pearce
[Intervener] Canadian Lawyers for International Human Rights -> Mae J. Nam, Rebecca Jones
[Intervener] Public Service Alliance of Canada -> Andrew Astritis, Morgan Rowe
[Intervener] Canadian Civil Liberties Association -> Danielle Glatt, Catherine Fan
[Intervener] Syndicat professionnel des ingénieurs d'Hydro-Québec inc. -> Claude Tardif, Catherine Massé-Lacoste
[Intervener] Association des cadres des collèges du Québec, Association des cadres municipaux de Montréal, Association des conseillers en gestion des ressources humaines du gouvernement du Québec, Association des cadres scolaires du grand Montréal -> Michel Gilbert, Guillaume Grenier, Pierre Brun
[Intervener] Association des cadres supérieurs de la santé et des services sociaux, Association des directeurs et directrices de succursale de la société des alcools du Québec, Association professionnelle des cadres de premier niveau d’Hydro-Québec -> Michel Gilbert, Guillaume Grenier, Pierre Brun
[Intervener] Association québécoise des cadres scolaires, Association québécoise du personnel de direction des écoles et la Fédération québécoise des directions d’établissement d’enseignement -> Michel Gilbert, Guillaume Grenier, Pierre Brun",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20398/index.do
39820,R. v. Edwards,"[Intervener] Canadian Civil Liberties Association -> Jonathan C. Lisus, Zain Naqi
[Intervener] British Columbia Civil Liberties Association -> Greg J. Allen, W. David McEwan, Chloe Trudel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20408/index.do
40332,R. v. Tayo Tompouba,"[Intervener] Director of Public Prosecutions -> Ginette Gobeil
[Intervener] Canadian Bar Association -> Michael A. Feder, K.C., Connor Bildfell, Lindsay Frame
[Intervener] Commissioner of Official Languages of Canada -> Élie Ducharme, Isabelle Hardy
[Intervener] Fédération des associations de juristes d'expression française de common law inc. -> Shannon Gunn Emery, Elsy Gagné
[Intervener] Criminal Lawyers' Association (Ontario) -> Paul Le Vay, Alexandra Heine",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20420/index.do
40406,R. v. T.W.W.,"[Intervener] Attorney General of Alberta -> Joanne Dartana, K.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20465/index.do
40197,Earthco Soil Mixtures Inc. v. Pine Valley Enterprises Inc.,"[Intervener] Canadian Chamber of Commerce -> Jeremy Opolsky, Lauren Nickerson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20480/index.do
38808,Colucci v. Colucci,"[Intervener] West Coast Legal Education and Action Fund Association and Women's Legal Education and Action Fund Inc. -> Jennifer Klinck, Joshua Sealy-Harrington
[Intervener] Canada Without Poverty -> Ceilidh Joan Henderson, Shawn Duguay",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18909/index.do
38695,Sherman Estate v. Donovan,"[Intervener] Attorney General of Ontario -> Peter Scrutton
[Intervener] Attorney General of British Columbia -> Jacqueline D. Hughes, Katherine Webber
[Intervener] Canadian Civil Liberties Association -> Ryder Gilliland, Agatha Wong
[Intervener] Income Security Advocacy Centre -> Ewa Krajewska, Teagan Markin, Mannu Chowdhury
[Intervener] Ad IDEM/Canadian Media Lawyers Association, Postmedia Network Inc., CTV, a Division of Bell Media Inc., Global News, a division of Corus Television Limited Partnership, The Globe and Mail Inc. and Citytv, a division of Rogers Media Inc. -> Robert S. Anderson, Q.C., Ludmila B. Herbst, Q.C., Erica C. Miller
[Intervener] British Columbia Civil Liberties Association -> Adam Goldenberg, Kathryn Gullason
[Intervener] HIV & AIDS Legal Clinic Ontario, HIV Legal Network and Mental Health Legal Committee -> Khalid Janmohamed, Ryan Peck",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18914/index.do
39062,R. v. Chouhan,"[Intervener] Attorney General of Canada -> Jeffrey G. Johnston
[Intervener] Attorney General of Manitoba -> Charles Murray
[Intervener] Attorney General of British Columbia -> Lara Vizsolyi
[Intervener] Attorney General of Alberta -> Andrew Barg
[Intervener] Aboriginal Legal Services -> Caitlyn E. Kasper, Jonathan Rudin
[Intervener] Association québécoise des avocats et avocates de la défense -> Jean-Guillaume Blanchette, Gabriel Babineau
[Intervener] David Asper Centre for Constitutional Rights -> Kent Roach
[Intervener] Canadian Association of Black Lawyers -> Peter Thorning, Atrisha Lewis, Sandra A. Lange
[Intervener] Canadian Muslim Lawyers Association and Federation of Asian Canadian Lawyers -> Nader R. Hasan, Dragana Rakic, Emily Lam, Vinidhra Vaitheeswaran
[Intervener] South Asian Bar Association of Toronto -> Janani Shanmuganathan
[Intervener] Advocates' Society -> Jill R. Presser, Cate Martell
[Intervener] Defence Counsel Association of Ottawa -> Michael A. Johnston, Solomon Friedman
[Intervener] Criminal Lawyers' Association (Ontario) -> Nathan Gorham, Mindy Caterina
[Intervener] Baptiste, Debbie -> Christopher Murphy
[Intervener] British Columbia Civil Liberties Association -> Joshua Sealy-Harrington",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18932/index.do
39577,R. v. Lai,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19107/index.do
39277,R. v. Albashir,"[Intervener] Attorney General of Canada -> Anne M. Turley, Zoe Oxaal
[Intervener] Attorney General of Ontario -> Michael S. Dunn, Manasvin Goswami
[Intervener] Attorney General of Quebec -> Fiona Emond, Gilles Laporte",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19083/index.do
39130,H.M.B. Holdings Ltd. v. Antigua and Barbuda,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19047/index.do
39041,Ward v. Quebec (Commission des droits de la personne et des droits de la jeunesse),"[Intervener] Gabriel, Sylvie -> Stéphane Harvey
[Intervener] Gabriel, Jérémy -> Stéphane Harvey
[Intervener] Association des professionnels de l’industrie de l’humour -> Walid Hijazi
[Intervener] International Commission of Jurists (Canada) -> Guy Régimbald, Stéphane Beaulac, Errol Mendes
[Intervener] Canadian Civil Liberties Association -> Christopher D. Bredt, Laura M. Wagner, Mannu Chowdhury, Jamie Cameron
[Intervener] Canadian Constitutional Foundation -> Annamaria Enenajor, Stephanie DiGiuseppe
[Intervener] League for Human Rights of B'Nai Brith Canada -> David Matas, Sarah Teich",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19046/index.do
37878,Northern Regional Health Authority v. Horrocks,"[Intervener] Don Valley Community Legal Services -> Andrew Monkhouse, Alexandra Monkhouse, Busayo A. Faderin
[Intervener] Canadian Association of Counsel to Employers (CACE) -> Craig Neuman, Q.C.
[Intervener] Canadian Human Rights Commission -> Brian Smith, Ikram Warsame
[Intervener] British Columbia Council of Administrative Tribunals -> Tim Dickson, Oliver Pulleyblank
[Intervener] Empowerment Council, Systemic Advocates in Addictions and Mental Health -> Karen R. Spector
[Intervener] Attorney General of British Columbia -> Robert Danay, Jonathan Penner",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19043/index.do
39108,Nelson (City) v. Marchi,"[Intervener] Attorney General of Canada -> Sean Gaudet, Zoe Oxaal
[Intervener] Attorney General of Ontario -> Sonal Gandhi, Andi Jin
[Intervener] Attorney General of British Columbia -> Meghan Butler, Graham Underwood, Kenn Inaya
[Intervener] Attorney General of Alberta -> Doreen Mueller
[Intervener] Trial Lawyers Association of British Columbia -> Ryan D.W. Dalziel, Q.C., Aubin P. Calvert
[Intervener] Ontario Trial Lawyers Association -> K. Jay Ralston
[Intervener] City of Abbotsford -> Aniz Alani, Betty Nguyen
[Intervener] City of Toronto -> Michael J. Sims, Alison Barclay",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19036/index.do
39531,R. v. Reilly,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19035/index.do
39112,R. v. Khill,"[Intervener] Association québécoise des avocats et avocates de la défense -> Gabriel Babineau, Vincent R. Paquet
[Intervener] Criminal Lawyers' Association (Ontario) -> Ian R. Smith, Andrew Guaglio",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19020/index.do
38921,Toronto (City) v. Ontario (Attorney General),"[Intervener] Toronto District School Board -> Leola Pon, Paul Koven
[Intervener] Attorney General of Canada -> Michael H. Morris, BJ Wray, Gail Sinclair
[Intervener] Attorney General of British Columbia -> Mark Witten, Ashley Caron
[Intervener] Cityplace Residents' Association -> Selwyn A. Pieters
[Intervener] Canadian Constitution Foundation -> Adam Goldenberg, Jacob Klugsberg
[Intervener] International Commission of Jurists (Canada) -> Guy Régimbald, Errol Mendes
[Intervener] Federation of Canadian Municipalities -> Stéphane Émard-Chabot, Mary Eberts, William B. Henderson
[Intervener] Durham Community Legal Clinic -> Omar Ha-Redeye
[Intervener] Centre for Free Expression at Ryerson University -> Christopher D. Bredt, Pierre N. Gemson, Jamie Cameron
[Intervener] Canadian Civil Liberties Association -> Steven M. Barrett, Simon Archer, Geetha Philipupillai
[Intervener] Eggleton, Art -> Howard Goldblatt, Christine Davies
[Intervener] Barbara Hall, David Miller and John Sewell -> Howard Goldblatt
[Intervener] David Asper Centre for Constitutional Rights -> Alexi N. Wood, Jennifer P. Saville
[Intervener] Progress Toronto -> Donald K. Eady, Glynnis Hawe
[Intervener] Métis Nation of Ontario -> Jason Madden, Mark E. Gibson
[Intervener] Métis Nation of Alberta -> Jason Madden, Mark E. Gibson
[Intervener] Fair Voting British Columbia -> Nicolas Rouleau",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19011/index.do
38992,Canadian Broadcasting Corp. v. Manitoba,"[Intervener] Attorney General for Ontario -> Michael Bernstein, Yashoda Ranganathan
[Intervener] Attorney General of British Columbia -> Lesley A. Ruzicka, K.C., Chantelle Rajotte, Jacqueline Hughes
[Intervener] Centre for Free Expression -> Fredrick Schumann, Karen Bernofsky
[Intervener] Canadian Association of Journalists, News Media Canada and Communications Workers of America / Canada -> Justin Safayeni, Fredrick Schumann
[Intervener] Ad IDEM / Canadian Media Lawyers Association -> Iain A.C. MacKinnon, Tess Layton",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18994/index.do
38837,"Reference re Code of Civil Procedure (Que.), art. 35","[Intervener] Conférence des juges de la Cour du Québec -> Guy J. Pratte, François Grondin, Anaïs Bussières McNicoll
[Intervener] Attorney General of Quebec -> Dominique Rousseau, Francis Demers, Jean-Yves Bernard
[Intervener] Conseil de la magistrature du Québec -> Marc-André Fabien, Ad. E., Vincent Cérat Lagana
[Intervener] Canadian Association of Provincial Court Judges -> Audrey Mayrand, Mark C. Power, Jennifer A. Klinck
[Intervener] Attorney General of Canada -> Bernard Letarte, Ian Demers, Lindy Rouillard-Labbé
[Intervener] Attorney General of British Columbia -> Zachary Froese, J. Gareth Morley
[Intervener] Organisme d'autoréglementation du courtage immobilier du Québec (OACIQ) -> Sébastien Tisserand, Julie Blouin
[Intervener] Attorney General of Ontario -> Sarah Kraicer, Daniel Huffaker
[Intervener] Attorney General of Alberta -> Randy Steele
[Intervener] Canadian Council of Chief Judges -> P. Jonathan Faulds, Q.C., Scott A. Matheson
[Intervener] Trial Lawyers Association of British Columbia -> Ryan D.W. Dalziel, Q.C., Aubin P. Calvert
[Intervener] Canadian Superior Courts Judges Association -> Pierre Bienvenu, Ad. E., Azim Hussain, Caroline Bélair",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18933/index.do
40360,York Region District School Board v. Elementary Teachers’ Federation of Ontario,"[Intervener] Attorney General of Canada -> B.J. Wray, Joseph Cheng
[Intervener] Attorney General of Ontario -> Daniel Huffaker, Waleed Malik
[Intervener] Attorney General of Quebec -> Brigitte Bussières, Jean-Vincent Lacroix, Geneviève Martin-Lafleur
[Intervener] British Columbia Civil Liberties Association -> Fraser Harland
[Intervener] British Columbia Teachers' Federation -> Robyn Trask
[Intervener] Centre for Free Expression -> David Wright, Mae J. Nam
[Intervener] Ontario College of Teachers -> Caroline R. Zayid, David Hakim
[Intervener] Power Workers' Union and Society of United Professionals -> Andrew Lokan, Douglas Montgomery, Michael Wright, Nora Parker
[Intervener] National Police Federation -> Malini Vijaykumar, Claire Kane Boychuk
[Intervener] Ontario Principals' Council -> Caroline v. (Nini) Jones, Lauren Pearce
[Intervener] Canadian Association of Counsel to Employers -> George Avraam, Ajanthana Anandarajah, Juliette Mestre
[Intervener] Egale Canada -> Bennett Jensen, Brendan MacArthur-Stevens, Gregory Sheppard
[Intervener] David Asper Centre for Constitutional Rights -> Susan Ursel, Kristen Allen
[Intervener] Canadian Civil Liberties Association -> Gerald Chan, Olivia Eng
[Intervener] Centrale des syndicats du Québec -> Amy Nguyen
[Intervener] Queen's Prison Law Clinic -> Jared Will, Sofia Ijaz, Maria Alexiou",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20504/index.do
41186,R. v. Carignan,"[Intervener] Attorney General of Alberta -> Andrew Barg
[Intervener] Canadian Civil Liberties Association -> Matthew R. Gourlay, Tara Boghosian
[Intervener] Attorney General of Ontario -> Jeremy Streeter, Charmaine Wong",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21317/index.do
41132,Dorsey v. Canada (Attorney General),"[Intervener] John Howard Society of Canada -> Paul Quick
[Intervener] Attorney General of Quebec -> Abdou Thiaw, Christophe Achdjian
[Intervener] Attorney General of British Columbia -> Freya Zaltz
[Intervener] Canadian Council for Refugees -> Jamie Liew, Jennifer Dagsvik
[Intervener] Alberta Prison Justice Society -> Amy Matychuk
[Intervener] Aboriginal Legal Services -> Emily Hill
[Intervener] West Coast Prison Justice Society -> Alina Chekh, John Trueman, Danielle Wierenga
[Intervener] British Columbia Civil Liberties Association -> Frances Mahon, Ga Grant
[Intervener] Canadian Association of Elizabeth Fry Societies -> Jessica D. Rose
[Intervener] Canadian Association of Refugee Lawyers -> Molly Joeck, Erica Olmstead, Coline Bellefleur, Kes Posgate
[Intervener] Black Legal Action Centre -> Saneliso Moyo, Geetha Philipupillai
[Intervener] Pivot Legal Society -> Simone Akyianu, Nana Yanful
[Intervener] Cole, Margaret Lee -> Jessica Zita, Jeffrey Hartman
[Intervener] Canadian Civil Liberties Association -> Nader R. Hasan, Daniel Goudge
[Intervener] Canadian Prison Law Association -> Alison Craig",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21282/index.do
41155,R. v. Larocque,"[Intervener] Attorney General of Alberta -> Robert Palser
[Intervener] Attorney General of British Columbia -> Rome Carot
[Intervener] Attorney General of Ontario -> James V. Palangio, Patrick Quilty
[Intervener] Criminal Lawyers’ Association -> Adam Little, Laura Metcalfe",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21268/index.do
41153,R. v. Rousselle,"[Intervener] Attorney General of Alberta -> Robert Palser
[Intervener] Attorney General of British Columbia -> Rome Carot
[Intervener] Attorney General of Ontario -> James V. Palangio, Patrick Quilty
[Intervener] Criminal Lawyers’ Association -> Adam Little, Laura Metcalfe",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21267/index.do
41362,R. v. Rioux,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21256/index.do
40882,Quebec (Attorney General) v. Senneville,"[Intervener] Raoul Wallenberg Centre for Human Rights -> Angela Marinos
[Intervener] Criminal Lawyers’ Association of Ontario -> Samara Secter, Cassandra Richards
[Intervener] Canadian Civil Liberties Association -> Nader R. Hasan, Spencer Bass
[Intervener] Canadian Centre for Child Protection Inc. -> Samantha Hale, Amy Goudge
[Intervener] Association québécoise des avocats et avocates de la défense -> Hugo Caissy, Paul Charlebois",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21250/index.do
40990,R. v. Wilson,"[Intervener] John Howard Society of Saskatchewan -> Pierre E. Hawkins
[Intervener] Director of Public Prosecutions -> Janna A. Hyman, Colleen Liggett
[Intervener] Pivot Legal Society -> Caitlin O. Shane, Mark Iyengar
[Intervener] Canadian Civil Liberties Association -> Sarah Rankin, Heather Ferg
[Intervener] Criminal Lawyers' Association (Ontario) -> Matthew R. Gourlay, Brandon Chung
[Intervener] Canadian Drug Policy Coalition, Association des intervenants en dépendance du Québec and Harm Reduction Nurses Association -> Maxime Bédard, Meagan Berlin",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21249/index.do
40777,R. v. Di Paola,"[Intervener] Attorney General of Alberta -> Andrew Barg
[Intervener] Director of Public Prosecutions -> Mathieu Stanton, Jeremy van Doorn",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20845/index.do
41126,R. v. Sheppard,[Intervener] Raoul Wallenberg Centre for Human Rights -> Angela Marinos,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20972/index.do
40908,Kosicki v. Toronto (City),"[Intervener] City of Surrey -> Philip C.M. Huynh, Allan Wu, Benjie Lee
[Intervener] Attorney General of British Columbia -> Heather Cochran, Phong Phan, Tim Quirk
[Intervener] Advocates for the Rule of Law -> Adam Goldenberg, Connor Bildfell, Gregory Ringkamp
[Intervener] City of Ottawa -> Anne Tardif
[Intervener] Attorney General of Ontario -> Michael J. Sims, Michael Saad",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21211/index.do
40781,R. v. Bharwani,"[Intervener] Attorney General of British Columbia -> Micah Rankin, K.C., Lauren A. Chu
[Intervener] Attorney General of Alberta -> Katherine E. Fraser
[Intervener] Criminal Lawyers' Association -> Erin Dann, Meaghan McMahon
[Intervener] Empowerment Council -> Anita Szigeti, Carter Martell, Sarah Rankin, Maya Shukairy
[Intervener] Independent Criminal Defence Advocacy Society -> Sarah Pringle, Caroline Senini
[Intervener] Criminal Trial Lawyers' Association -> Kathryn A. Quinlan, Tania Shapka",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21149/index.do
41017,R. v. Kloubakov,"[Intervener] Attorney General of Canada -> John Provart, Lindy Rouillard-Labbé
[Intervener] Attorney General of Ontario -> Deborah Krick
[Intervener] Attorney General of Nova Scotia -> Mark A. Scott, K.C., Erica Koresawa
[Intervener] Attorney General of British Columbia -> Lara Vizsolyi
[Intervener] Attorney General of Manitoba -> Charles Murray
[Intervener] Vancouver Rape Relief Society, Concentration des luttes contre l'exploitation sexuelle, Aboriginal Women's Action Network, Formerly Exploited Voices Now Educating, London Abused Women's Centre and Strength in Sisterhood (Women's Equality Coalition) -> Janine Benedet, Gwendoline Allison
[Intervener] Christian Legal Fellowship -> Derek B.M. Ross, Vivian W.S. Clemence, André M. Schutten
[Intervener] Women's Legal Education and Action Fund Inc. -> Andrea Gonsalves, Alexandra Heine, Olivia Eng
[Intervener] Amnesty International, Canadian Section (English Speaking) -> Danielle Bisnar, Clémence Thabet
[Intervener] HIV & AIDS Legal Clinic Ontario, Coalition des organismes communautaires québécois de lutte contre le Sida and Action Canada for Sexual Health and Rights (""Sexual Health Coalition"") -> Robin Nobleman, Geetha Philipupillai, Laurent Trépanier Capistran
[Intervener] Canadian Civil Liberties Association -> Jonathan C. Lisus, Zain Naqi, Ronke Akinyemi
[Intervener] Anwar, Tiffany -> H. Michael Rosenberg, Alana Robert, Holly Kallmeyer, James Lockyer, Jeffrey Hartman
[Intervener] David Asper Centre of Constitutional Rights -> Stephen Aylward, Cheryl Milne
[Intervener] British Columbia Civil Liberties Association -> Akosua Matthews, Ruthie Wellen
[Intervener] Ontario Coalition of Rape Crisis Centres -> Marcus McCann, Tristan Miller
[Intervener] Evangelical Fellowship of Canada and Association for Reformed Political Action (ARPA) Canada -> Garifalia C. Milousis, John Sikkema",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21132/index.do
40873,R. v. S.B.,"[Intervener] Attorney General of Canada -> Ginette Gobeil, Roy Lee
[Intervener] Attorney General of Alberta -> Sarah Clive
[Intervener] Directeur des poursuites criminelles et pénales -> Julie Nadeau, Philippe Desjardins
[Intervener] Justice for Children and Youth -> Mary Birdsell, Katherine Long, Chien Jin
[Intervener] Queen's Prison Law Clinic -> Annamaria Enenajor, Heather Gunter
[Intervener] Criminal Lawyers' Association (Ontario) -> Maija Martin, Jolene Hansell
[Intervener] Peacebuilders Canada -> Stephanie DiGiuseppe, Maya Borooah
[Intervener] British Columbia Civil Liberties Association -> Vincent Larochelle, Safiyya Ahmad
[Intervener] Canadian Civil Liberties Association -> Samara Secter, Cori Goldberger, Cori Singer
[Intervener] African Nova Scotian Justice Institute -> Brandon P. Rolle",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21130/index.do
40868,R. v. I.M.,"[Intervener] Attorney General of Canada -> Ginette Gobeil, Roy Lee
[Intervener] Attorney General of Alberta -> Sarah Clive
[Intervener] Director of Criminal and Penal Prosecutions -> Julie Nadeau, Philippe Desjardins
[Intervener] Justice for Children and Youth -> Mary Birdsell, Katherine Long, Jin Chien
[Intervener] Queen’s Prison Law Clinic -> Annamaria Enenajor, Heather Gunter
[Intervener] Criminal Lawyers’ Association (Ontario) -> Maija Martin, Jolene Hansell
[Intervener] Peacebuilders Canada -> Stephanie DiGiuseppe, Maya Borooah
[Intervener] British Columbia Civil Liberties Association -> Vincent Larochelle, Safiyya Ahmad
[Intervener] Canadian Civil Liberties Association -> Samara Secter, Cori Goldberger, Cori Singer
[Intervener] Canadian Muslim Lawyers Association -> Taufiq Hashmani",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21131/index.do
40662,R. v. Varennes,"[Intervener] Attorney General of Ontario -> Katie Doherty, Eunwoo Lee
[Intervener] Attorney General of British Columbia -> Lesley A. Ruzicka, K.C., Rome Carot
[Intervener] Attorney General of Alberta -> Christine Rideout, K.C., Aurélie Béland",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/21126/index.do
40725,Ontario (Attorney General) v. Working Families Coalition (Canada) Inc.,"[Intervener] Attorney General of Canada -> François Joyal, Michelle Kellam
[Intervener] Attorney General of Alberta -> Leah M. McDaniel, Ryan L. Martin
[Intervener] Attorney General of Quebec -> Caroline Renaud, François Hénault
[Intervener] Centre for Free Expression -> Laura M. Wagner, Alicia Krausewitz, Jamie Cameron, Christopher D. Bredt
[Intervener] Chief Electoral Officer of Ontario -> Brian Gover, Stephen Aylward, Olivia Eng
[Intervener] International Commission of Jurists Canada -> Marion Sandilands, Errol P. Mendes
[Intervener] Canadian Lawyers for International Human Rights -> Mae J. Nam, Laura R. L. Johnson, Nabila N. Khan, Vibhu Sharma
[Intervener] British Columbia Civil Liberties Association -> Greg J. Allen, Alex Mok
[Intervener] Advocates for the Rule of Law -> Connor Bildfell, Lindsay Frame
[Intervener] Democracy Watch -> Crawford G. Smith, William C. S. Maidment
[Intervener] Canadian Taxpayers Federation -> Devin Drover
[Intervener] Canadian Civil Liberties Association -> W. David Rankin, Lindsay Rauccio, Graham Buitenhuis
[Intervener] David Asper Centre for Constitutional Rights -> Debbie Boswell, Earl A. Cherniak, K.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/20896/index.do
